id, danceability, energy, loudness, speechiness, acousticness, instrumentalness, liveness, valence, tempo, popularity
1ZY1PqizIl78geGM4xWlEA,0.8,0.535,-6.684,0.135,0.0713,9.48e-06,0.213,0.451,92.027,82
0VE4kBnHJUgtMf0dy6DRmW,0.562,0.689,-6.745,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,84
7HuBDWi18s4aJM8UFnNheH,0.675,0.703,-7.902,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,77
7I7JbDv63ZJJsSi24DyJrz,0.624,0.691,-6.686,0.196,0.0604,1.1e-05,0.138,0.284,160.024,76
6oVxXO5oQ4pTpO8RSnkzvv,0.719,0.469,-8.792,0.0533,0.0329,0,0.169,0.0851,120.085,78
07NxDD1iKCHbAldceD7QLP,0.567,0.789,-5.986,0.115,0.0156,0,0.382,0.438,163.96,75
1GwMQaZz6Au3QLDbjbMdme,0.598,0.504,-9.874,0.0731,0.186,0.000221,0.34,0.252,163.954,78
4svZDCRz4cJoneBpjpx8DJ,0.696,0.602,-6.156,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,79
2x0WlnmfG39ZuDmstl9xfX,0.649,0.589,-6.237,0.0558,0.00845,0,0.108,0.151,159.073,78
1R0a2iXumgCiFb7HEZ7gUE,0.615,0.534,-6.719,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,89
7F5oktn5YOsR9eR5YsFtqb,0.661,0.151,-12.864,0.0354,0.921,0,0.13,0.23,94.922,73
1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.105,0.564,169.994,90
2dgFqt3w9xIQRjhPtwNk3D,0.712,0.732,-6.754,0.0629,0.454,0,0.319,0.313,94.071,78
5enxwA8aAbwZbf5qCHORXi,0.631,0.518,-8.771,0.0303,0.274,0,0.088,0.205,93.023,84
32mVHdy0bi1XKgr0ajsBlG,0.658,0.877,-2.098,0.0323,0.173,0,0.0962,0.821,105.586,72
16MVSD0mGI4RMQT83Qzm69,0.476,0.777,-3.771,0.0289,0.0103,0,0.196,0.472,167.964,68
15DeqWWQB4dcEWzJg15VrN,0.668,0.672,-4.931,0.0303,0.111,0,0.329,0.539,89.011,75
0JIdBrXGSJXS72zjF9ss9u,0.563,0.934,-3.629,0.0646,0.00452,0.000807,0.103,0.518,143.964,61
0DiDStADDVh3SvAsoJAFMk,0.795,0.496,-5.883,0.0722,0.108,0,0.0645,0.874,94.01,72
6sDP4912wjwB7BJhbSnjS1,0.584,0.696,-3.836,0.0694,0.000728,0,0.184,0.699,137.112,65
79Hz50oQtHIt5dDoEx4IDk,0.468,0.892,-3.555,0.132,0.00399,0,0.368,0.817,149.162,55
4kf33kU0KAlkNBK9pNbYNU,0.399,0.767,-3.732,0.0328,0.0242,0,0.306,0.507,135.943,62
