id, danceability, energy, loudness, speechiness, acousticness, instrumentalness, liveness, valence, tempo, popularity
7H0ya83CMmgFcOhw0UB6ow,0.508,0.792,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067,82
4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,88
0awZwmlC6pxH65KTZpadmX,0.45,0.794,-5.015,0.0538,0.388,0,0.303,0.362,143.861,71
7vgTNTaEz3CsBZ1N4YQalM,0.573,0.545,-4.247,0.0288,0.0969,0,0.329,0.297,83.378,78
3EaJDYHA0KnX88JvDhL9oa,0.603,0.784,-4.023,0.062,0.446,8.32e-06,0.119,0.769,172.041,87
4fnNBPN9W6AoOYSQS3FJxT,0.724,0.68,-6.822,0.117,0.275,9.91e-05,0.11,0.777,159.919,74
5Y35SjAfXjjG0sFQ3KOxmm,0.358,0.284,-8.285,0.0285,0.805,0,0.183,0.276,99.796,86
2ZWlPOoWh0626oTaHrnl2a,0.575,0.386,-9.584,0.037,0.785,0.000289,0.229,0.466,116.408,82
06u5LrUpbosQlQ1QJFhPpG,0.577,0.523,-5.538,0.0429,0.491,0,0.147,0.29,134.93,75
5kBYMymc2d3h164QqEHwRL,0.613,0.64,-7.637,0.0338,0.286,0,0.15,0.441,129.853,63
4C0P5aJsVTkqXgVeAl83Iy,0.404,0.534,-7.968,0.0892,0.242,0,0.106,0.0789,164.182,59
0g7FTOpwOg90HLXOPioFK3,0.597,0.655,-6.188,0.0299,0.00473,5.15e-05,0.607,0.36,121.06,48
5Anh8jULgeUgciLHCR25Mk,0.606,0.226,-10.617,0.0347,0.715,0.0001,0.35,0.142,122.711,62
0ekibVw919ssbpfHd7VW1r,0.625,0.374,-9.741,0.0296,0.782,0.000112,0.0913,0.114,126.129,30
3Ko3WvKcr01gHE9oYx9iAE,0.661,0.644,-6.599,0.0316,0.334,0,0.095,0.34,94.031,44
4Eq60oypgAxlX6Kp7MFQl6,0.659,0.226,-11.787,0.0517,0.789,0.000113,0.0858,0.0705,119.687,49
0U3u0HdRQjD8mAMYBak4Ok,0.607,0.451,-8.206,0.0286,0.0604,0,0.19,0.676,94.054,60
5xo8RrjJ9CVNrtRg2S3B1R,0.651,0.546,-9.021,0.0357,0.774,0.0437,0.0842,0.623,107.021,77
4vjvx7Zxkb4AltGcZ0BBvI,0.6,0.749,-6.889,0.0419,0.0467,0.295,0.0915,0.485,131.024,72
2uatFg68ynGEapEel9ASuK,0.737,0.479,-10.956,0.0431,0.721,0.000288,0.124,0.404,111.971,52
76tztTt7xAC6E0RZggd9xg,0.782,0.512,-8.103,0.0324,0.297,3.24e-05,0.0979,0.658,94.98,57
3S5mohVxC0Xuj0tgZ7vU7g,0.506,0.456,-10.635,0.0479,0.726,3.74e-05,0.11,0.406,149.6,59
0ANOK8C8kRTR5AKjW3G62V,0.583,0.931,-4.975,0.125,0.0174,3.6e-06,0.405,0.319,127.034,40
638v97lWLJbDvXyNvSOlFw,0.338,0.278,-9.925,0.0299,0.306,1.84e-06,0.145,0.12,77.495,29
44TV58bBAJnBO9keXGFUJM,0.668,0.427,-9.232,0.0338,0.0803,2.08e-05,0.284,0.654,122.936,39
5EsjSTpYqT4OasWIUiEklb,0.57,0.8,-6.936,0.0304,0.0194,0.000155,0.277,0.777,138.071,33
1eAXHyBCQijbrNhePcFXGK,0.446,0.279,-10.719,0.0326,0.855,0.000158,0.0674,0.319,86.252,51
1vqD0LaPZ3mgjRA7OUeXtf,0.328,0.158,-12.174,0.032,0.766,7.69e-06,0.121,0.192,72.959,54
6hoVQflz5ZKwzOpuJ8XnNb,0.556,0.452,-8.508,0.0275,0.6,0,0.186,0.241,129.14,33
